duration	 protocol_type	 service	 flag	 src_bytes	 dst_bytes	 land	 wrong_fragment	 urgent	 hot	 num_failed_logins	 logged_in	 num_compromised	 root_shell	 su_attempted	 num_root	 num_file_creations	 num_shells	 num_access_files	 num_outbound_cmds	 is_host_login	 is_guest_login	 count	 srv_count	 serror_rate	 srv_error_rate	 rerror_rate	 srv_rerror_rate	 same_srv_rate	 diff_srv_rate	 srv_diff_host_rate	 dst_host_count	 dst_host_srv_count	 dst_host_same_srv_rate	 dst_host_diff_srv_rate	 dst_host_same_src_port_rate	 dst_host_srv_diff_host_rate	 dst_host_serror_rate	 dst_host_srv_serror_rate	 dst_host_rerror_rate	 dst_host_srv_rerror_rate	0.0026	0	0.07	0.3	0.00116	0.00451	0.4	0.5	0.6	0.2	0.7	0.1	0.8	0.9	0.1	0.11	 0.1.1	0.12	 0.1.2	0.13	0.14	 0.1.3	0.001	 0.001.1	0.15	0.16	0.17	0.18	 0.1.4	0.19	0.2	 0.001.2	 0.001.3
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0.009	0.1	0.1	0	0	0.013	0.007	0	0.098	0.009	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0.009	0.1	0.1	0	0	0.006	0.005	0	0.099	0.009	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0.01	0.1	0.1	0	0	0.007	0.005	0	0.1	0.01	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.011	0.1	0.1	0	0	0.007	0.005	0	0.101	0.011	0.011	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0.001	0.1	0.1	0	0	0.001	0.007	0	0.102	0.001	0.001	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.012	0.1	0.1	0	0	0.012	0.007	0	0.103	0.012	0.012	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0.013	0.1	0.1	0	0	0.013	0.007	0	0.104	0.013	0.012	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.014	0.1	0.1	0	0	0.013	0.007	0	0.105	0.014	0.013	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.015	0.1	0.1	0	0	0.014	0.007	0	0.106	0.015	0.014	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0.016	0.1	0.1	0	0	0.015	0.007	0	0.107	0.016	0.015	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0.017	0.1	0.1	0	0	0.016	0.007	0	0.108	0.017	0.016	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0.01	0.1	0.1	0	0	0.014	0.007	0	0.109	0.01	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0.018	0.1	0.1	0	0	0.017	0.006	0	0.11	0.018	0.016	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0.019	0.1	0.1	0	0	0.017	0.006	0	0.111	0.019	0.017	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.02	0.1	0.1	0	0	0.018	0.006	0	0.112	0.02	0.018	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.002	0.1	0.1	0	0	0.002	0.006	0	0.113	0.002	0.002	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0.003	0.1	0.1	0	0	0.003	0.006	0	0.114	0.003	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0.004	0.1	0.1	0	0	0.004	0.006	0	0.115	0.004	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.005	0.1	0.1	0	0	0.004	0.006	0	0.116	0.005	0.004	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.006	0.1	0.1	0	0	0.005	0.006	0	0.117	0.006	0.005	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0.007	0.1	0.1	0	0	0.006	0.006	0	0.118	0.007	0.006	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0.008	0.1	0.1	0	0	0.007	0.006	0	0.119	0.008	0.007	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0.009	0.1	0.1	0	0	0.008	0.006	0	0.12	0.009	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0.01	0.1	0.1	0	0	0.008	0.006	0	0.121	0.01	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.011	0.1	0.1	0	0	0.009	0.006	0	0.122	0.011	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0.012	0.1	0.1	0	0	0.01	0.006	0	0.123	0.012	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.001	0.1	0.1	0	0	0.001	0.007	0	0.124	0.001	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0.013	0.1	0.1	0	0	0.011	0.007	0	0.125	0.013	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0.014	0.1	0.1	0	0	0.011	0.006	0	0.126	0.014	0.011	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.015	0.1	0.1	0	0	0.012	0.006	0	0.127	0.015	0.012	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0.016	0.1	0.1	0	0	0.013	0.006	0	0.128	0.016	0.012	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0.017	0.1	0.1	0	0	0.013	0.006	0	0.129	0.017	0.013	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0.011	0.1	0.1	0	0	0.015	0.007	0	0.13	0.011	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0.018	0.1	0.1	0	0	0.014	0.006	0	0.131	0.018	0.014	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0.019	0.1	0.1	0	0	0.015	0.006	0	0.132	0.019	0.014	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.02	0.1	0.1	0	0	0.015	0.006	0	0.133	0.02	0.015	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131	0.002	0.1	0.1	0	0	0.002	0.006	0	0.134	0.002	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0.003	0.1	0.1	0	0	0.002	0.006	0	0.135	0.003	0.002	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0.004	0.1	0.1	0	0	0.003	0.006	0	0.136	0.004	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0.005	0.1	0.1	0	0	0.004	0.006	0	0.137	0.005	0.004	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.006	0.1	0.1	0	0	0.004	0.006	0	0.138	0.006	0.004	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0.007	0.1	0.1	0	0	0.005	0.006	0	0.139	0.007	0.005	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0.008	0.1	0.1	0	0	0.006	0.006	0	0.14	0.008	0.006	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0.012	0.1	0.1	0	0	0.016	0.007	0	0.141	0.012	0.009	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0.009	0.1	0.1	0	0	0.007	0.006	0	0.142	0.009	0.006	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0.01	0.1	0.1	0	0	0.007	0.006	0	0.143	0.01	0.007	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.001	0.1	0.1	0	0	0.001	0.007	0	0.144	0.001	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0.002	0.1	0.1	0	0	0.002	0.007	0	0.145	0.002	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0.003	0.1	0.1	0	0	0.003	0.007	0	0.146	0.003	0.002	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0.004	0.1	0.1	0	0	0.004	0.006	0	0.147	0.004	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0.011	0.1	0.1	0	0	0.012	0.006	0	0.148	0.011	0.007	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0.012	0.1	0.1	0	0	0.013	0.006	0	0.149	0.012	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0.013	0.1	0.1	0	0	0.014	0.006	0	0.15	0.013	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0.014	0.1	0.1	0	0	0.014	0.006	0	0.151	0.014	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.013	0.1	0.1	0	0	0.017	0.007	0	0.152	0.013	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0.015	0.1	0.1	0	0	0.015	0.006	0	0.153	0.015	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0.016	0.1	0.1	0	0	0.016	0.006	0	0.154	0.016	0.01	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.017	0.1	0.1	0	0	0.017	0.006	0	0.155	0.017	0.011	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0.018	0.1	0.1	0	0	0.018	0.006	0	0.156	0.018	0.012	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.019	0.1	0.1	0	0	0.019	0.006	0	0.157	0.019	0.012	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0.02	0.1	0.1	0	0	0.019	0.006	0	0.158	0.02	0.013	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.005	0.1	0.1	0	0	0.005	0.006	0	0.159	0.005	0.003	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.006	0.1	0.1	0	0	0.006	0.006	0	0.16	0.006	0.004	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0.007	0.1	0.1	0	0	0.007	0.006	0	0.161	0.007	0.004	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0.008	0.1	0.1	0	0	0.007	0.006	0	0.162	0.008	0.005	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0.014	0.1	0.1	0	0	0.018	0.007	0	0.163	0.014	0.009	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0.009	0.1	0.1	0	0	0.008	0.006	0	0.164	0.009	0.005	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0.01	0.1	0.1	0	0	0.009	0.006	0	0.165	0.01	0.006	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.011	0.1	0.1	0	0	0.01	0.005	0	0.166	0.011	0.007	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.012	0.1	0.1	0	0	0.011	0.005	0	0.167	0.012	0.007	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0.013	0.1	0.1	0	0	0.012	0.005	0	0.168	0.013	0.008	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0.014	0.1	0.1	0	0	0.012	0.005	0	0.169	0.014	0.008	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.015	0.1	0.1	0	0	0.013	0.005	0	0.17	0.015	0.009	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.016	0.1	0.1	0	0	0.014	0.005	0	0.171	0.016	0.009	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0.017	0.1	0.1	0	0	0.015	0.005	0	0.172	0.017	0.01	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0.018	0.1	0.1	0	0	0.015	0.005	0	0.173	0.018	0.01	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0.015	0.1	0.1	0	0	0.019	0.006	0	0.174	0.015	0.009	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0.001	0.1	0.1	0	0	0.001	0.007	0	0.175	0.001	0.001	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0.019	0.1	0.1	0	0	0.028	0.007	0	0.176	0.019	0.011	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0.1	0.1	0	0	0.029	0.007	0	0.177	0.02	0.011	0.006	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0.001	0.1	0.1	0	0	0.001	0.008	0	0.178	0.001	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0.002	0.1	0.1	0	0	0.003	0.008	0	0.179	0.002	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0.003	0.1	0.1	0	0	0.004	0.008	0	0.18	0.003	0.002	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0.004	0.1	0.1	0	0	0.005	0.008	0	0.181	0.004	0.002	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.005	0.1	0.1	0	0	0.007	0.008	0	0.182	0.005	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0.006	0.1	0.1	0	0	0.008	0.008	0	0.183	0.006	0.003	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0.007	0.1	0.1	0	0	0.009	0.008	0	0.184	0.007	0.004	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.001	0.1	0.1	0	0	0.002	0.009	0	0.185	0.001	0.001	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0.008	0.1	0.1	0	0	0.01	0.008	0	0.186	0.008	0.004	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0.009	0.1	0.1	0	0	0.011	0.008	0	0.187	0.009	0.005	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.01	0.1	0.1	0	0	0.012	0.008	0	0.188	0.01	0.005	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0.011	0.1	0.1	0	0	0.014	0.007	0	0.189	0.011	0.006	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0.012	0.1	0.1	0	0	0.015	0.007	0	0.19	0.012	0.006	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0.013	0.1	0.1	0	0	0.016	0.007	0	0.191	0.013	0.007	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0.014	0.1	0.1	0	0	0.017	0.007	0	0.192	0.014	0.007	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0.015	0.1	0.1	0	0	0.018	0.007	0	0.193	0.015	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0.016	0.1	0.1	0	0	0.019	0.007	0	0.194	0.016	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0.017	0.1	0.1	0	0	0.02	0.007	0	0.195	0.017	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0.017	0.1	0.1	0	0	0.037	0.009	0	0.196	0.016	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0.018	0.1	0.1	0	0	0.02	0.007	0	0.197	0.018	0.009	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.019	0.1	0.1	0	0	0.021	0.007	0	0.198	0.019	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.02	0.1	0.1	0	0	0.022	0.007	0	0.199	0.02	0.01	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0.002	0.1	0.1	0	0	0.002	0.007	0	0.2	0.002	0.001	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0.003	0.1	0.1	0	0	0.003	0.007	0	0.201	0.003	0.001	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0.004	0.1	0.1	0	0	0.004	0.006	0	0.202	0.004	0.002	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0.005	0.1	0.1	0	0	0.005	0.006	0	0.203	0.005	0.002	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0.006	0.1	0.1	0	0	0.006	0.006	0	0.204	0.006	0.003	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0.007	0.1	0.1	0	0	0.007	0.006	0	0.205	0.007	0.003	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0.008	0.1	0.1	0	0	0.008	0.006	0	0.206	0.008	0.004	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0.018	0.1	0.1	0	0	0.038	0.009	0	0.207	0.017	0.008	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0.009	0.1	0.1	0	0	0.009	0.006	0	0.208	0.009	0.004	0.006	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.001	0.1	0.1	0	0	0.002	0.008	0	0.209	0.001	0	0.007	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0.002	0.1	0.1	0	0	0.003	0.008	0	0.21	0.002	0.001	0.007	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0.003	0.1	0.1	0	0	0.005	0.008	0	0.211	0.003	0.001	0.007	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0.004	0.1	0.1	0	0	0.006	0.008	0	0.212	0.004	0.002	0.007	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.005	0.1	0.1	0	0	0.008	0.008	0	0.213	0.005	0.002	0.007	0	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0.006	0.1	0.1	0	0	0.009	0.008	0	0.214	0.006	0.003	0.007	0	0	0.1	0.1	0	0																																	
